Time[sec],x1[k+1],x2[k+1],x3[k+1],x4[k+1]
0.138,-0.016017010880012266,0.6313700481768625,0.0801465861583384,1.6032564794172324
0.139,-0.01593587813642905,0.6329613751601113,0.08211527903833957,1.5794555565841235
0.14,-0.015852787550991725,0.6345290745454643,0.08406228235190352,1.5560004824349234
0.141,-0.01576776077589257,0.6360734897853424,0.08598767081060314,1.5328864702583842
0.142,-0.01568081938923438,0.6375949595802334,0.08789151797772678,1.5101087996857445
0.143,-0.015591984896119479,0.6390938179431181,0.08977389630042329,1.4876628157746896
0.144,-0.015501278729528476,0.640570394256965,0.0916348771388603,1.4655439281914016
0.145,-0.015408722251403582,0.6420250133392973,0.09347453079825337,1.4437476102926934
0.146,-0.015314336753953025,0.6434579955143762,0.09529292656400243,1.4222693981005567
0.147,-0.01521814346099704,0.6448696566869447,0.09709013273739547,1.4011048892547306
0.148,-0.015120163528804477,0.6462603083989404,0.09886621666409137,1.3802497422061415
0.149,-0.01502041804614636,0.6476302578600126,0.10062124475149649,1.3596996757808548
0.15,-0.014918928010302823,0.6489798077357957,0.10235527840376908,1.3394505693766874
0.151,-0.014829675685901765,0.6506664331096047,0.07621813310088575,2.032147496131027
0.152,-0.014766354902320259,0.6530408206433362,0.050491513249824996,2.7149981546090114
0.153,-0.014728557171631983,0.6560931933776121,0.025171355589823065,3.3881407246689665
0.154,-0.014715878024633873,0.6598139108579988,0.00025364738549099597,4.051711481378451
0.155,-0.014727916974853527,0.6641934677717136,-0.024265573423277502,4.705844795052188
0.156,-0.014764277514227462,0.66922249379649,-0.048390218287477915,5.350673133391787
0.157,-0.014824567044357504,0.6748917510189881,-0.07212414917983044,5.9863270980347005
0.158,-0.014908396801049292,0.6811921310672303,-0.09547117984573349,6.61293546514676
0.159,-0.015015381754091983,0.6881146512710155,-0.11843507747355791,7.230625239769683
0.16,-0.015145140623119472,0.695650455378894,-0.14101956239907615,7.839521645689012
0.161,-0.015297295796178315,0.7037908104560782,-0.16322830945757377,8.43974816934536
0.162,-0.015471473286096589,0.712527105212194,-0.1850649487113706,9.031426583504365
0.163,-0.015667302848532672,0.7218508541222284,-0.20653306359896703,9.61467688886841
0.164,-0.015884417752186585,0.7317536890766598,-0.22763619463370327,10.18961743233146
